code	assign1	assign2	assign3	assign4	assign5	assign6	assign7	assign8	assign9	section	explore	weekly0%	midterm	final	total	grade
64109	9	16	19	17	17	17	19	9	17	20	0	90.90%	77	64	77.36	2.4
64113	10	16	12	16	14	13	18	9	14	20	0	80.70%	75	72	76.07	2.2
64140	9	16	20	19	20	17	20	9	19	20	0	96.00%	86	73	84.81	3
64171	10	16	20	18	19	19	18	10	19	20	1	96.60%	90	85	90.64	3.5
64180	9	15	17	15	16	16	15	0	0	20	0	69.90%	93	75	76.55	2.3
64208	10	15	15	16	18	18	19	8	18	20	0	89.20%	91	79	85.48	3.1
64252	8	16	18	19	20	18	20	8	19	20	0	94.30%	75	70	80.73	2.6
64297	9	16	17	16	17	17	15	8	18	20	0	86.90%	93	76	83.77	2.9
64304	10	16	19	19	19	17	20	10	17	20	0	94.90%	100	86	92.35	3.6
64556	9	15	17	18	17	14	17	8	15	20	1	85.80%	85	68	78.52	2.5
64615	8	15	20	18	17	13	14	5	17	20	0	83.50%	63	0	46.01	0
65009	10	16	20	20	19	16	18	9	17	20	0	93.80%	79	81	85.7	3.1
65104	9	14	20	15	13	16	17	8	15	20	0	83.50%	86	84	84.21	2.9
65138	10	15	20	16	16	17	16	7	15	20	0	86.40%	73	63	74.35	2.1
65297	10	15	20	17	15	19	15	10	15	20	0	88.60%	74	70	78.25	2.4
65945	9	16	17	10	13	14	18	7	15	20	0	79.00%	79	59	70.99	1.8
66258	8	16	19	18	16	19	14	9	16	20	0	88.10%	69	42	65.83	1.4
66453	10	16	20	18	18	19	19	9	18	20	2.67	96.40%	84	76	85.76	3.1
66551	10	9	19	15	0	0	16	7	16	18	0	62.50%	65	58	61.2	1
66840	9	15	19	17	15	0	15	7	15	20	0	75.00%	79	73	75	2.2
66997	10	16	20	18	15	19	19	9	19	20	0	93.80%	69	55	73.3	2
67007	9	16	20	17	19	20	19	9	17	20	0	94.30%	89	96	93.93	3.8
67051	9	16	20	16	17	16	16	8	19	20	0.33	89.40%	93	86	88.76	3.3
67052	10	16	20	17	18	20	18	9	20	20	2.67	97.00%	96	98	97.19	4
67060	10	15	20	17	20	5	18	9	17	20	0	85.80%	95	89	88.92	3.4
67061	8	16	19	18	20	19	19	9	16	20	0	93.20%	91	84	89.07	3.4
67092	7	15	15	17	14	11	13	7	12	20	0	74.40%	85	75	76.77	2.3
67129	10	16	18	19	20	19	18	9	18	20	0	94.90%	97	94	94.95	3.9
67165	9	16	20	19	19	17	17	8	18	20	0.33	92.80%	94	85	89.92	3.4
67228	9	16	20	19	16	18	16	8	17	20	0	90.30%	87	70	81.54	2.7
67448	8	15	20	17	15	16	18	9	16	20	1	88.10%	79	70	79.03	2.5
67466	9	15	19	16	15	18	0	6	14	20	0	75.00%	94	82	81.6	2.7
67600	0	15	18	16	15	11	5	6	15	20	0	68.80%	74	67	69.1	1.6
67700	9	15	11	15	13	13	7	5	10	20	0	67.00%	72	41	57.62	0.7
67843	10	15	20	18	18	19	18	9	17	20	0	93.20%	94	94	93.67	3.8
67892	8	13	16	10	15	13	10	1	11	20	0	66.50%	74	66	67.79	1.5
67959	9	16	18	15	18	17	16	7	18	20	0	87.50%	99	90	90.8	3.5
67987	10	16	20	16	16	16	18	9	18	20	0	90.30%	94	78	86.14	3.1
68122	9	13	18	15	16	18	18	9	17	20	0.33	87.10%	97	79	85.85	3.1
68443	9	14	18	18	17	15	20	9	15	20	0	88.10%	72	61	74.03	2.1
68567	9	16	20	18	19	20	19	10	19	20	0	96.60%	101	98	98.04	4
68653	10	16	19	0	0	12	20	8	14	20	0.67	68.00%	74	62	66.8	1.4
68661	10	15	20	19	20	20	19	10	21	20	1.67	99.80%	98	101	99.92	4
68743	10	15	16	18	18	19	19	9	19	20	0	92.60%	97	99	96.05	3.9
68819	10	15	19	17	16	15	13	7	19	20	0	85.80%	85	88	86.52	3.1
68825	9	15	19	18	18	15	18	10	17	20	0	90.30%	94	93	92.14	3.6
68833	10	16	20	20	19	20	19	10	20	20	0	98.90%	98	100	99.15	4
68863	6	16	18	19	15	15	18	8	19	20	0	87.50%	92	85	87.4	3.2
68958	7	16	20	17	20	16	14	7	13	20	0	85.20%	87	81	83.89	2.9
68980	10	16	19	20	19	14	18	10	17	20	0	92.60%	92	85	89.45	3.4
69333	10	15	20	17	19	18	8	10	20	20	0	89.20%	93	96	92.68	3.7
69368	8	16	18	20	19	18	20	10	20	20	0	96.00%	77	48	73.01	2
69370	10	15	13	18	19	17	20	8	18	20	1	90.30%	93	71	83.14	2.9
69551	9	16	17	17	18	17	19	9	19	20	0.33	91.70%	93	66	81.67	2.7
69608	9	16	18	17	19	18	17	10	16	20	0	90.90%	89	95	92.16	3.6
69644	10	16	20	18	17	20	19	6	16	20	0	92.00%	100	74	86.42	3.1
69844	10	16	18	17	16	15	16	8	19	20	0	88.10%	96	87	89.23	3.4
69850	10	16	20	19	18	0	0	0	0	9	0	52.30%	0	0	20.91	0
69886	10	15	20	18	19	16	20	9	20	20	0	94.90%	93	91	92.95	3.7
69977	9	16	20	19	19	20	18	10	17	20	1.33	96.20%	77	63	79.08	2.5
70040	8	16	18	18	20	18	20	9	16	20	1	93.20%	83	94	91.47	3.6
70139	9	12	20	17	20	19	19	9	20	20	0	93.80%	83	84	87.7	3.3
70163	6	14	20	18	18	17	18	7	19	20	0	89.20%	99	80	87.48	3.2
70166	8	14	5	13	10	0	7	0	6	20	0	47.20%	82	64	60.86	0.9
70541	9	15	17	15	13	9	14	7	16	20	0	76.70%	66	73	73.08	2
70728	10	15	20	19	16	18	18	0	18	20	0	87.50%	100	94	92.6	3.7
70758	9	16	20	19	20	20	19	10	20	20	1.67	99.20%	99	93	96.7	3.9
71002	8	15	20	15	16	16	17	3	16	20	0	83.00%	70	42	63.98	1.2
71034	8	15	18	18	15	16	16	8	17	20	0	85.80%	80	50	70.32	1.7
71035	10	12	16	16	15	0	0	3	18	18	0	61.40%	83	65	67.15	1.5
71065	8	14	20	17	18	20	17	10	20	20	0	93.20%	78	86	87.27	3.2
71278	10	16	20	19	19	18	18	10	16	18	0	93.20%	98	81	89.27	3.4
71466	10	15	18	18	19	19	19	10	17	20	0	93.80%	95	90	92.5	3.7
71692	9	16	20	16	18	18	18	7	18	20	0	90.90%	94	99	94.76	3.8
71714	10	15	19	16	19	17	18	8	19	20	0.33	91.70%	100	87	91.47	3.6
71791	9	15	13	16	16	14	17	6	13	20	0	79.00%	86	81	81.19	2.7
71796	10	15	20	19	20	19	20	10	15	20	0	95.50%	98	97	96.58	3.9
72056	10	15	19	19	20	19	18	9	12	20	0	91.50%	91	79	86.39	3.1
72274	9	14	20	0	17	18	17	10	14	20	0	79.00%	70	80	77.59	2.4
72462	0	16	20	14	17	15	18	7	18	20	0	82.40%	93	82	84.35	3
72591	9	15	20	19	19	17	20	10	18	20	0	94.90%	90	90	91.95	3.6
72658	10	16	17	20	20	20	17	10	19	20	0	96.00%	79	75	84.21	2.9
72681	10	16	20	19	20	18	17	10	17	20	0	94.90%	88	88	90.75	3.5
72756	9	15	20	19	17	19	18	10	17	20	3	94.90%	95	84	90.55	3.5
72926	9	16	20	18	16	15	15	8	16	20	0	86.90%	81	79	82.57	2.8
73072	10	16	18	18	14	14	17	9	15	20	0	85.80%	90	64	77.92	2.4
73195	10	16	19	18	14	19	19	8	14	20	0	89.20%	81	75	81.88	2.7
73230	9	16	20	19	19	20	0	10	19	20	0	86.40%	92	101	93.35	4
73453	10	16	20	16	17	17	17	6	9	20	0	84.10%	80	61	74.04	2.1
73486	7	0	17	5	0	5	0	3	13	20	0.33	40.00%	47	28	36.58	0
73518	8	15	18	16	0	0	0	9	0	20	0	48.90%	78	75	65.15	1.3
73671	9	16	18	18	15	18	18	9	15	20	0	88.60%	92	93	91.05	3.5
73883	9	15	14	16	15	19	17	9	17	20	0	85.80%	91	89	88.12	3.3
74041	7	16	19	0	0	15	14	5	12	20	0.33	61.60%	81	72	69.62	1.7
74191	10	0	0	0	0	0	0	0	0	3	0	7.40%	0	0	2.95	0
74193	9	10	17	14	9	8	0	1	10	20	0	55.70%	81	55	60.47	0.9
74268	10	14	20	18	15	17	18	9	18	20	1	90.90%	66	88	84.76	3
74544	6	16	18	14	9	9	0	0	0	12	0	47.70%	90	87	71.89	1.9
74574	9	15	19	19	18	15	19	10	17	20	0	91.50%	87	90	89.99	3.4
74600	10	15	20	14	14	14	15	0	16	20	0	78.40%	99	91	87.56	3.2
74775	10	16	20	20	20	20	20	10	19	20	0	99.40%	86	64	82.57	2.8
74801	7	14	18	14	9	4	10	7	11	20	0	64.80%	75	60	64.91	1.3
74825	10	15	20	19	18	17	20	8	17	15	0	90.30%	87	74	83.14	2.9
74830	10	16	20	19	17	16	18	8	16	20	0	90.90%	84	83	86.36	3.1
74871	10	16	20	19	18	19	19	10	19	20	0	96.60%	99	89	94.04	3.8
74875	9	16	20	19	13	15	16	8	15	20	0	85.80%	80	62	75.12	2.2
75161	9	15	13	19	19	16	19	9	17	20	0	88.60%	84	68	79.45	2.5
75193	10	14	18	13	13	16	16	7	15	20	0.33	80.90%	65	47	64.15	1.2
75227	10	15	20	16	15	17	19	6	14	20	0.33	86.60%	84	83	84.62	3
75254	7	0	0	0	0	0	0	0	0	18	0	14.20%	73	30	32.28	0
75400	9	15	20	16	17	18	17	7	16	20	0	88.10%	78	68	78.03	2.4
75441	10	16	20	19	19	18	17	7	20	20	0	94.30%	94	65	82.53	2.8
75442	10	16	20	18	18	20	19	10	19	20	0	96.60%	94	92	94.24	3.8
75465	10	16	20	20	17	19	18	8	18	20	0	94.30%	96	87	91.73	3.6
75669	9	16	19	19	17	16	13	5	14	20	0	84.10%	66	44	64.44	1.2
75733	10	15	17	16	13	0	15	10	15	20	0	74.40%	65	61	67.17	1.5
75964	10	16	20	19	14	16	18	8	18	18	0	89.20%	100	86	90.08	3.5
75991	9	12	16	17	15	17	14	9	14	20	1.67	82.20%	73	50	67.48	1.5
76058	9	16	19	18	17	15	13	8	16	20	0	85.80%	84	56	73.52	2
76083	9	16	17	16	13	0	0	9	16	20	0	65.90%	61	27	49.36	0
76307	9	16	18	19	13	17	18	8	13	20	0	85.80%	80	80	82.32	2.8
76309	9	16	14	16	12	18	18	8	13	20	0	81.80%	86	66	76.33	2.3
76343	9	16	19	20	18	18	15	10	15	20	0	90.90%	79	59	75.76	2.2
76432	10	16	20	18	15	17	17	9	18	20	0	90.90%	98	91	92.36	3.6
76794	8	13	19	0	12	10	11	7	14	20	0	64.80%	65	42	55.71	0.5
76888	10	15	19	18	20	18	18	10	17	20	2.67	95.30%	93	94	94.31	3.8
76888	10	16	20	19	17	17	18	10	19	20	0	94.30%	90	77	86.53	3.1
76923	10	16	20	18	20	19	20	10	14	20	0	94.90%	96	89	92.75	3.7
76951	10	16	20	17	16	16	17	6	19	20	0	89.20%	93	87	89.08	3.4
76952	10	15	20	19	16	19	19	10	20	20	3	97.20%	93	81	89.86	3.4
76984	10	16	20	18	17	19	20	8	16	20	0	93.20%	93	91	92.27	3.6
77075	10	16	20	19	20	19	18	8	20	20	0	96.60%	101	89	94.44	3.8
77200	6	15	7	7	4	0	0	0	0	12	0	29.00%	0	0	11.59	0
77394	10	16	20	16	17	19	18	9	19	20	0	93.20%	84	74	83.67	2.9
77520	9	16	20	20	19	20	19	10	18	20	0.33	97.30%	96	95	96.14	3.9
77683	10	15	20	20	19	20	20	9	18	20	0	97.20%	89	77	87.46	3.2
77720	8	15	20	18	20	19	18	8	19	20	0	93.80%	76	81	85.1	3
77794	8	16	16	17	18	14	14	0	13	20	0	77.30%	89	81	81.11	2.7
77882	10	13	18	17	14	14	18	7	17	20	0	84.10%	99	91	89.84	3.4
77913	10	16	19	19	18	20	20	9	19	20	0	96.60%	97	94	95.64	3.9
78142	10	15	20	16	17	7	7	10	0	20	0	69.30%	81	68	71.13	1.8
78256	7	15	19	14	15	10	13	9	12	20	0	76.10%	84	66	73.65	2
78290	10	16	20	19	17	18	17	8	16	20	0	91.50%	88	82	86.99	3.2
78610	10	15	14	16	16	10	15	8	18	20	0	80.70%	85	90	85.27	3
78643	10	16	20	18	15	13	19	7	14	20	0	86.40%	95	77	84.35	3
78676	9	16	15	17	15	13	18	10	18	20	0	85.80%	79	89	85.72	3.1
78747	9	15	19	16	0	18	17	7	16	20	0.67	78.20%	79	71	75.49	2.2
78873	9	15	19	19	19	18	18	8	14	20	0	90.30%	87	77	84.34	3
78967	9	16	19	19	20	18	18	7	18	20	0	93.20%	90	86	89.67	3.4
79001	9	15	20	20	20	19	20	10	19	20	0	97.70%	101	93	96.49	3.9
79120	7	15	19	17	17	18	15	9	17	20	0	87.50%	76	82	83	2.8
79245	10	16	20	19	19	19	18	10	20	20	3	98.90%	94	87	93.15	3.7
79276	8	15	20	17	16	0	0	10	17	20	0	69.90%	99	94	85.35	3.8
79661	9	15	15	16	13	13	16	9	13	20	1.67	79.90%	75	74	76.57	2.3
79815	9	16	20	16	15	0	19	7	0	20	0.67	69.70%	96	89	82.68	2.8
79826	10	16	15	19	18	19	15	10	17	20	0	90.30%	68	78	80.94	2.7
79848	10	15	19	19	16	17	19	7	18	20	0	90.90%	97	86	90.16	3.5
79862	10	16	20	18	0	20	20	9	20	20	0	86.90%	94	86	87.97	3.3
79871	8	16	20	20	18	19	19	10	19	20	0	96.00%	90	85	90.41	3.5
79966	9	13	19	16	16	20	19	8	15	20	0	88.10%	91	74	83.03	2.8
80105	10	16	20	19	19	20	20	9	18	20	1.33	97.90%	92	80	89.57	3.4
80149	9	15	15	16	18	15	15	8	16	20	0	83.50%	85	73	79.61	2.6
80304	9	15	17	18	15	17	14	7	20	18	0	85.20%	82	79	82.09	2.8
80326	10	16	20	20	20	20	20	10	19	20	1.33	100.20%	95	83	92.28	3.6
80330	10	16	20	19	20	20	19	9	21	20	1	99.40%	98	93	96.57	3.9
80347	9	16	20	18	17	18	18	9	14	20	0	90.30%	86	70	81.34	2.7
80812	8	9	16	9	10	15	12	6	14	20	0	67.60%	63	68	66.85	1.4
80879	9	15	19	16	15	11	15	4	15	20	0	79.00%	93	79	81.79	2.7
80912	9	15	16	14	17	15	19	10	16	20	0	85.80%	79	59	73.72	2
80925	9	15	0	0	0	0	0	0	0	9	0	18.80%	58	0	19.1	0
80937	9	15	19	16	17	0	16	0	0	20	0	63.60%	81	62	66.45	1.4
81005	9	16	19	19	19	20	17	10	18	20	0	94.90%	81	84	87.75	3.3
81040	9	16	20	17	20	18	19	8	16	20	0	92.60%	83	72	82.45	2.8
81290	10	14	13	18	18	15	18	6	15	20	0	83.50%	76	53	69.81	1.7
81291	9	16	20	17	19	19	17	10	19	20	0.33	94.50%	86	89	90.6	3.5
81522	8	16	19	17	17	14	15	6	15	20	0	83.50%	81	60	73.61	2
81845	10	14	20	18	17	18	17	9	16	20	1	90.90%	92	90	90.76	3.5
81906	9	12	20	16	11	10	0	5	14	20	0	66.50%	38	34	47.79	0
81935	9	16	20	18	19	18	19	9	20	20	0	95.50%	101	100	98.38	4
82186	9	16	20	18	19	14	16	9	15	20	0	88.60%	80	64	77.05	2.3
82316	9	15	18	17	19	18	19	9	16	20	0	90.90%	91	92	91.36	3.5
82508	10	16	20	19	20	18	19	10	19	20	2	98.30%	86	87	91.32	3.5
82578	8	16	19	18	18	17	18	8	16	20	0.33	90.00%	95	91	91.38	3.5
82602	9	15	19	18	19	17	18	8	18	20	0	91.50%	92	89	90.59	3.5
82603	10	16	19	19	18	19	19	8	18	20	0	94.30%	101	93	95.13	3.9
82605	10	16	20	19	18	18	20	7	15	20	0	92.60%	79	44	70.45	1.8
82606	9	15	17	19	15	19	18	8	16	20	0.33	88.80%	99	87	90.13	3.5
82608	9	15	20	20	16	19	19	10	17	20	0	93.80%	85	91	90.9	3.5
82804	9	16	18	18	15	0	0	0	0	9	0	48.30%	84	34	49.72	0
82841	9	15	16	17	19	18	18	8	19	20	0	90.30%	88	84	87.34	3.2
82982	10	14	16	18	16	0	19	7	16	20	0	77.30%	90	76	79.31	2.5
82987	8	16	20	19	19	18	19	8	19	20	0.33	94.50%	87	76	85.6	3.1
83117	9	15	19	17	16	15	17	9	14	20	0	85.80%	89	82	84.92	3
83334	9	16	20	19	20	19	18	10	20	20	1	97.70%	91	86	91.69	3.6
83335	9	16	20	20	20	19	18	10	19	20	1	97.70%	94	91	94.29	3.8
83572	10	16	19	17	19	18	16	7	12	18	0	86.40%	87	75	81.95	2.8
83790	9	16	20	20	16	18	18	10	15	20	0	92.00%	80	74	82.42	2.8
83790	9	16	19	17	12	13	9	6	8	12	0	68.80%	74	65	68.3	1.6
83916	10	14	19	16	15	15	15	9	16	20	0	84.70%	93	92	89.26	3.4
83929	3	16	17	15	13	9	14	8	10	15	0	68.20%	88	70	72.87	2
84115	9	16	20	18	14	6	15	9	18	20	0	82.40%	80	62	73.75	2
84179	9	15	16	18	19	16	16	8	17	20	0	87.50%	85	84	85.6	3.1
84686	10	16	20	19	20	19	19	8	16	20	0	94.90%	97	98	96.55	3.9
84792	10	16	19	18	18	18	18	3	13	18	0	85.80%	88	63	77.12	2.3
84813	10	15	16	0	0	0	12	0	0	12	0	36.90%	57	39	41.77	0
84816	9	14	12	4	0	0	0	0	0	6	0	25.60%	34	9	20.63	0
84846	9	15	20	20	18	19	18	9	18	20	0.33	94.50%	90	85	89.8	3.4
84905	10	16	20	18	18	17	16	10	16	20	0	91.50%	82	85	86.99	3.2
84943	10	16	20	16	17	0	15	6	15	20	0	76.70%	87	66	74.48	2.1
84982	9	16	19	19	19	14	17	6	13	20	0	86.40%	74	78	80.55	2.6
85011	9	15	19	17	16	18	14	9	16	20	0	86.90%	78	82	83.17	2.9
85045	10	16	15	18	19	16	18	9	15	20	0	88.60%	85	87	87.25	3.2
85109	10	16	20	20	19	20	20	9	20	20	2.67	100.40%	91	98	97.55	4
85194	10	16	20	19	18	18	17	9	18	20	0	93.80%	68	61	75.5	2.2
85195	10	16	20	20	18	19	17	9	19	20	0	95.50%	81	78	85.58	3.1
85298	10	16	20	16	16	18	20	10	16	20	0	92.00%	94	83	88.82	3.3
85627	9	15	20	19	17	18	18	9	18	20	0	92.60%	92	88	90.65	3.5
85655	8	15	17	16	16	13	19	10	14	20	0	84.10%	85	86	85.04	3
85679	10	16	20	19	17	15	20	10	17	20	0	93.20%	95	86	90.67	3.5
85716	10	15	19	16	15	17	19	7	14	20	0	86.40%	87	88	87.15	3.2
85775	10	16	20	19	19	19	19	10	19	20	0	97.20%	86	93	93.26	3.7
85834	9	15	19	18	17	16	19	10	20	20	0	92.60%	86	66	80.65	2.6
85839	10	16	20	20	20	19	20	8	17	20	0	96.60%	94	88	92.64	3.7
85901	9	15	17	20	20	20	15	8	15	20	0	90.30%	89	87	88.74	3.3
86158	10	16	20	20	20	20	20	10	20	20	2.67	101.50%	101	93	98.01	4
86226	10	16	20	20	20	19	19	10	13	20	0	94.90%	101	101	98.55	4
86320	0	16	20	19	17	17	20	8	19	20	0	88.60%	92	90	89.85	3.4
86388	10	16	20	20	20	18	19	10	16	20	0	96.00%	99	89	93.81	3.8
86543	10	15	20	14	16	18	19	0	15	20	0	83.50%	89	84	84.81	3
86740	9	15	14	17	18	17	16	9	17	20	0	86.40%	88	67	78.95	2.5
86933	8	14	19	20	19	18	17	10	16	20	0	91.50%	70	30	62.59	1.1
86966	10	16	18	18	17	13	15	8	19	20	0	87.50%	93	85	87.6	3.2
86966	9	16	16	17	20	17	17	6	18	20	0	88.60%	86	84	86.25	3.1
87031	10	16	17	18	18	15	18	7	17	20	0	88.60%	75	86	84.85	3
87086	10	16	19	20	18	18	18	10	11	20	1.67	91.90%	78	61	76.74	2.3
87728	10	16	20	19	16	20	17	10	18	20	0	94.30%	93	88	91.53	3.6
87861	10	16	19	20	19	17	20	10	17	20	0	95.50%	93	89	92.38	3.6
87891	10	16	20	19	17	19	19	9	19	20	0	95.50%	78	64	79.38	2.5
87943	10	16	19	19	19	19	16	10	16	20	0	93.20%	87	83	87.87	3.3
87987	9	15	20	19	20	19	19	8	20	20	0	96.00%	95	91	93.81	3.8
88077	8	15	14	19	17	16	16	9	19	20	0	86.90%	77	77	80.97	2.7
88079	10	16	20	19	19	19	19	9	21	20	0.33	97.90%	99	91	95.37	3.9
88261	8	15	20	19	12	5	0	4	0	20	0	58.50%	71	0	37.61	0
88325	10	15	18	17	16	16	17	9	14	20	0	86.40%	78	77	80.95	2.7
88750	10	15	19	16	14	15	13	9	16	20	0.33	83.70%	73	75	78.08	2.4
88819	10	16	17	18	17	16	20	9	16	20	0	90.30%	92	75	84.54	3
88843	8	16	18	18	18	15	17	8	15	20	0.33	87.10%	77	74	79.85	2.6
89133	10	15	20	20	19	18	16	9	19	20	0	94.30%	79	81	85.93	3.1
89331	10	14	13	18	18	15	19	9	16	20	0	86.40%	92	76	83.35	2.9
89456	10	16	20	20	18	18	19	10	19	20	0.33	96.80%	101	95	96.91	4
89560	10	16	19	17	18	18	18	9	20	20	0	93.80%	83	78	85.3	3
89869	8	16	17	17	0	19	16	10	17	20	1.33	80.30%	95	74	80.72	2.6
89882	10	15	20	18	17	19	20	10	19	20	0	95.50%	89	92	92.78	3.7
89897	10	15	19	16	16	17	14	8	13	20	0	84.10%	67	53	68.24	1.6
89999	8	16	19	17	20	19	19	7	17	20	0.33	92.20%	67	86	84.69	3
90085	10	15	16	17	18	17	19	7	19	20	0	89.80%	96	95	93.11	3.7
90486	10	14	20	0	19	17	0	0	0	18	0	55.70%	67	4	37.27	0
90513	10	15	17	19	20	20	18	8	18	20	0	93.80%	95	87	91.3	3.5
90608	8	16	20	20	19	19	17	5	15	20	0	90.30%	72	54	72.14	1.9
91709	8	15	20	18	18	19	20	8	13	20	0	90.30%	98	84	89.34	3.4
91724	10	15	20	17	17	15	17	7	14	20	0	86.40%	89	83	85.55	3.1
91827	9	15	20	18	19	17	18	8	19	20	0	92.60%	91	80	87.25	3.2
91890	9	16	19	19	19	19	19	8	18	20	0	94.30%	94	70	84.53	3
91979	10	16	20	17	14	17	19	9	20	20	0	92.00%	88	77	85.22	3
91981	8	16	20	20	18	19	19	9	15	20	1	93.80%	71	74	81.3	2.7
91986	9	15	13	13	16	16	16	6	17	18	0	79.00%	91	69	77.39	2.4
92014	8	16	19	17	18	18	19	8	17	20	0	90.90%	85	91	89.76	3.4
92052	10	15	20	16	17	15	17	8	0	20	0	78.40%	85	51	68.76	1.6
92107	10	16	20	19	17	18	18	10	19	20	0	94.90%	95	95	94.95	3.9
92297	7	9	18	16	14	12	0	0	0	12	0	50.00%	67	0	33.4	0
92499	10	15	19	19	17	19	16	9	11	20	0	88.10%	76	41	66.83	1.4
92618	8	16	19	18	13	17	16	9	16	20	0	86.40%	76	62	74.55	2.1
92726	9	15	19	18	17	15	15	0	17	20	0	82.40%	92	81	83.75	2.9
92760	10	16	20	14	0	0	0	0	0	9	0	39.20%	58	0	27.28	0
92883	10	15	18	19	16	17	19	8	16	20	0	89.80%	78	88	86.71	3.2
93003	9	16	20	18	18	18	19	10	20	20	0	95.50%	95	98	96.38	3.9
93174	9	15	20	20	18	19	20	9	20	20	3	98.30%	100	91	95.72	3.9
93236	9	16	19	18	16	16	19	9	19	20	2.33	92.80%	90	65	81.12	2.7
93265	10	16	20	18	18	20	20	10	18	20	1	97.20%	96	94	95.66	3.9
93327	7	14	18	15	16	16	17	8	13	20	1	82.40%	96	89	87.75	3.3
93385	10	15	12	19	19	20	20	9	19	20	0	92.60%	89	92	91.65	3.6
93394	7	15	17	19	15	18	18	9	19	20	0	89.20%	82	72	80.88	2.7
93745	8	15	20	19	20	19	20	9	20	20	0	96.60%	98	98	97.44	4
93781	10	16	20	19	19	19	19	9	19	20	0	96.60%	92	80	89.04	3.4
93815	8	14	17	16	17	15	16	5	16	20	0	81.80%	93	82	84.13	2.9
93872	8	15	20	15	15	12	15	9	14	15	0	78.40%	91	83	82.76	2.8
93903	8	16	20	18	17	13	17	9	19	20	0.33	89.40%	94	82	87.36	3.2
93935	10	16	15	16	18	17	15	0	15	20	1.33	81.40%	84	68	76.58	2.3
94063	10	16	20	20	19	18	20	8	19	20	0	96.60%	93	88	92.44	3.7
94092	10	16	15	19	18	20	18	8	17	20	0	91.50%	89	90	90.39	3.5
94103	9	14	20	16	16	18	15	10	10	20	0	84.10%	90	87	86.44	3.1
94218	10	16	20	18	16	19	17	8	17	20	0	91.50%	96	95	93.79	3.8
94227	10	16	20	20	20	20	20	10	21	20	0	100.60%	86	90	93.43	3.7
94253	8	15	14	20	17	18	17	9	18	20	0	88.60%	94	87	89.05	3.4
94289	9	15	19	15	15	13	15	6	10	20	0	77.80%	89	70	76.94	2.3
94349	8	14	18	15	17	15	17	10	12	20	2	84.10%	84	61	74.84	2.1
94518	9	16	20	20	18	0	17	9	18	20	0	83.50%	68	33	60.21	0.9
94707	10	16	17	20	20	16	19	8	19	18	2	93.80%	90	86	89.9	3.4
94767	10	16	16	16	19	19	15	8	15	20	0	87.50%	81	79	82.8	2.8
94806	9	16	20	19	18	16	17	10	17	20	0	92.00%	94	92	92.42	3.7
94841	8	16	19	14	19	0	11	3	13	20	0	69.90%	91	89	81.75	2.7
94927	10	16	17	17	16	20	19	9	18	20	0	92.00%	93	83	88.62	3.3
94960	9	16	20	17	18	18	16	9	16	20	0	90.30%	78	79	83.34	2.9
95118	10	15	20	18	18	20	19	8	19	20	0	94.90%	93	89	92.15	3.6
95181	5	10	18	18	17	12	0	0	15	20	0	65.30%	42	52	55.34	0
95353	10	15	20	18	20	20	18	10	19	20	0.33	96.80%	93	92	94.11	3.8
95542	9	16	20	15	16	18	15	9	12	12	0	80.70%	82	66	75.07	2.2
95565	7	16	12	15	11	13	17	6	11	20	0	72.70%	72	62	68.29	1.6
95636	10	15	20	16	19	15	16	7	14	20	0	86.40%	96	83	86.95	3.2
95699	9	14	19	17	16	12	19	9	18	20	0	86.90%	99	86	88.97	3.4
95831	9	16	20	19	18	18	19	10	14	20	0	92.60%	69	67	77.65	2.4
95855	9	15	14	16	15	16	17	6	13	20	0	80.10%	88	65	75.65	2.2
95997	9	16	19	16	19	15	19	9	20	20	0	92.00%	79	66	79.02	2.5
96111	9	15	17	16	16	17	17	9	16	20	0	86.40%	69	76	78.75	2.5
96406	10	15	20	17	20	19	16	8	14	20	0	90.30%	94	85	88.94	3.4
96603	10	14	18	12	0	14	14	9	15	20	0	71.60%	70	42	59.44	0.8
96660	10	0	19	14	16	13	16	2	11	15	0	65.90%	81	74	72.16	1.9
96691	10	16	20	19	15	20	19	10	20	20	0	96.00%	101	101	99.01	4
96782	8	15	18	17	20	11	17	7	19	20	2.67	87.90%	95	96	92.55	3.7
96824	9	16	20	20	20	20	16	9	21	20	0	97.20%	93	75	87.46	3.2
97274	9	14	20	17	18	13	19	10	19	20	0.67	90.70%	94	94	92.69	3.7
97534	9	16	15	18	17	16	15	10	18	20	1.33	88.30%	85	71	80.7	2.6
97558	9	16	20	18	18	18	17	7	20	20	0	92.60%	89	92	91.65	3.6
97619	10	15	20	18	19	18	18	10	17	20	0	93.80%	90	89	91.1	3.5
97944	8	15	19	16	17	18	17	9	16	20	0	88.10%	88	91	89.23	3.4
97971	10	16	20	18	18	20	19	10	16	20	3	96.60%	96	91	94.24	3.8
98004	10	16	20	15	17	17	19	8	16	20	0	89.80%	82	74	81.91	2.8
98232	8	16	15	19	18	14	19	9	20	20	0	89.80%	92	86	88.71	3.3
98296	10	15	18	17	12	17	16	7	0	20	0	75.00%	64	16	49.2	0
98322	8	15	19	17	16	17	18	9	14	20	0.33	87.10%	92	68	80.45	2.6
98352	10	14	12	19	17	17	18	9	17	20	0	86.90%	86	83	85.17	3
98390	9	16	19	16	16	16	0	0	0	12	0	59.10%	86	52	61.64	1
